country,state,city,station,last_update,pollutant_id,latitude,longitude,pollutant_min,pollutant_max,pollutant_avg,pollution_avg
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB",01-06-2026 17:00:00,NH3,23.837789,73.714926,8.0,10.0,9.0,9.04
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",01-06-2026 17:00:00,NH3,15.888653,74.541751,1.0,11.0,4.0,5.48
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",01-06-2026 17:00:00,PM10,16.802639,75.722694,38.0,39.0,39.0,39.47
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",01-06-2026 17:00:00,SO2,20.9402359,77.7895248,8.0,15.0,10.0,11.25
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",01-06-2026 17:00:00,CO,25.610369,85.132568,6.0,40.0,19.0,17.39
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",01-06-2026 17:00:00,NO2,19.222279,72.957979,5.0,18.0,9.0,10.48
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",01-06-2026 17:00:00,CO,26.200388,78.147714,4.0,70.0,38.0,28.86
India,Madhya Pradesh,Ujjain,"Mahashweta Nagar, Ujjain - MPPCB",01-06-2026 17:00:00,PM10,23.1633321,75.800225,52.0,200.0,87.0,94.81
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",01-06-2026 17:00:00,NH3,17.6336264,75.9132495,9.0,23.0,13.0,14.9
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",01-06-2026 17:00:00,CO,13.1036,80.2909,46.0,60.0,55.0,52.44
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",01-06-2026 17:00:00,OZONE,20.0073285,73.7762427,9.0,26.0,24.0,18.13
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB",01-06-2026 17:00:00,CO,30.233011,74.907758,46.0,79.0,78.0,59.4
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB",01-06-2026 17:00:00,CO,20.34652,85.8163,24.0,44.0,27.0,30.27
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",01-06-2026 17:00:00,NO2,22.624758,75.675238,19.986568166554736,56.69778374748153,35.03962390866353,35.039623908663515
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",01-06-2026 17:00:00,SO2,28.6514781,77.1473105,3.0,14.0,9.0,7.4
India,Delhi,Delhi,"Burari Crossing, Delhi - IITM",01-06-2026 17:00:00,NO2,28.7256504,77.2011573,19.986568166554736,56.69778374748153,35.03962390866353,35.039623908663515
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB",01-06-2026 17:00:00,CO,17.4559458,78.4332152,32.0,122.0,37.0,60.63
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",01-06-2026 17:00:00,NH3,13.428828,77.731418,1.0,1.0,1.0,1.0
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",01-06-2026 17:00:00,OZONE,22.06631475,83.33820077,12.0,51.0,18.0,39.420396239086635
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",01-06-2026 17:00:00,NO2,21.258815,81.578979,8.0,21.0,15.0,12.65
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",01-06-2026 17:00:00,SO2,19.0632143,72.8456324,3.0,3.0,3.0,3.02
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",01-06-2026 17:00:00,CO,12.951913,77.539784,40.0,61.0,47.0,49.12
India,Madhya Pradesh,Sagar,"Civil Lines, Sagar - MPPCB",01-06-2026 17:00:00,NO2,23.838586,78.759431,6.0,24.0,12.0,12.92
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",01-06-2026 17:00:00,NH3,25.339605,74.618883,3.0,7.0,5.0,4.1
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",01-06-2026 17:00:00,OZONE,25.42742023,86.13886079,26.0,50.0,37.0,39.59039623908664
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB",01-06-2026 17:00:00,PM2.5,27.215415,77.50873,4.0,28.0,12.0,11.43
India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",01-06-2026 17:00:00,NO2,23.10844,77.511428,19.0,77.0,38.0,38.91
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",01-06-2026 17:00:00,PM10,28.806223,76.141105,87.0,124.0,112.0,101.81
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",01-06-2026 17:00:00,NH3,28.9535882,77.7622941,1.0,2.0,1.0,1.12
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",01-06-2026 17:00:00,OZONE,15.459706,75.008381,30.0,30.0,30.0,29.0
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",01-06-2026 17:00:00,NO2,12.21041,76.37376,14.0,29.0,18.0,21.19
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",01-06-2026 17:00:00,PM2.5,20.939198,77.765701,21.0,49.0,33.0,32.86079247817327
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",01-06-2026 17:00:00,NH3,19.19709,72.82204,2.0,3.0,2.0,2.15
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",01-06-2026 17:00:00,PM2.5,20.362421,72.918013,59.0,114.0,81.0,85.71
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",01-06-2026 17:00:00,CO,27.571409,77.655757,7.0,22.0,13.0,13.11
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB",01-06-2026 17:00:00,PM10,26.895552,76.334753,43.0,149.0,97.0,101.46
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",01-06-2026 17:00:00,NH3,19.065931,72.862131,19.986568166554736,56.69778374748153,35.03962390866353,35.039623908663515
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",01-06-2026 17:00:00,PM10,20.939198,77.765701,31.0,73.0,51.0,48.08
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",01-06-2026 17:00:00,PM10,28.4501238,77.0263051,40.0,235.0,101.0,94.64
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",01-06-2026 17:00:00,SO2,27.19412,77.96237,13.0,13.0,13.0,12.36
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",01-06-2026 17:00:00,SO2,19.87562,75.38731,8.0,16.0,11.0,11.26
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",01-06-2026 17:00:00,NH3,29.2124114,78.9611753,2.0,5.0,4.0,3.41
India,Haryana,Jind,"Police Lines, Jind - HSPCB",01-06-2026 17:00:00,PM10,29.307814,76.337619,19.986568166554736,56.69778374748153,35.03962390866353,35.039623908663515
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IITM",01-06-2026 17:00:00,PM10,28.422681,77.148944,39.0,103.0,59.0,71.47
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",01-06-2026 17:00:00,PM2.5,27.1594,78.3953,25.0,60.0,36.0,42.57
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",01-06-2026 17:00:00,PM2.5,29.5364,75.0158,19.986568166554736,56.69778374748153,35.03962390866353,35.039623908663515
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",01-06-2026 17:00:00,CO,16.172806,75.659694,14.0,48.0,34.0,23.71
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB",01-06-2026 17:00:00,NO2,25.339605,74.618883,7.0,43.0,21.0,18.32
India,Uttar_Pradesh,Ghaziabad,"Govindpuram, Ghaziabad - UPPCB",01-06-2026 17:00:00,OZONE,28.694528,77.494705,14.0,173.0,172.0,129.61
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",01-06-2026 17:00:00,NO2,19.0863,72.8888,6.0,7.0,6.0,6.27
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",01-06-2026 17:00:00,CO,26.349082,92.68449,7.0,26.0,21.0,15.49
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",01-06-2026 17:00:00,NH3,20.362421,72.918013,4.0,6.0,4.0,5.0
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB",01-06-2026 17:00:00,SO2,26.960669,75.771817,19.986568166554736,56.69778374748153,35.03962390866353,35.45685023505706
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",01-06-2026 17:00:00,OZONE,28.360699,76.93609,20.0,50.0,41.0,35.71118871725991
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",01-06-2026 17:00:00,NH3,19.786089,72.757971,19.986568166554736,56.69778374748153,35.03962390866353,35.039623908663515
India,Madhya Pradesh,Jabalpur,"Suhagi, Jabalpur - JMC",01-06-2026 17:00:00,PM2.5,23.218135,79.95777,17.0,53.0,31.0,33.060396239086636
India,Delhi,Delhi,"JNU, Delhi - DPCC",01-06-2026 17:00:00,SO2,28.540721,77.168544,13.0,15.0,14.0,14.01
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",01-06-2026 17:00:00,OZONE,25.592539,85.227158,22.0,88.0,70.0,60.58
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",01-06-2026 17:00:00,PM2.5,23.163798,72.677768,17.0,41.0,28.0,27.42
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",01-06-2026 17:00:00,NH3,23.567923,87.306843,1.0,2.0,1.0,1.05
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",01-06-2026 17:00:00,OZONE,25.697189,85.2459,13.0,130.0,105.0,75.99
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",01-06-2026 17:00:00,NH3,23.264759,77.381568,3.0,5.0,3.0,3.74
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB",01-06-2026 17:00:00,PM2.5,20.94185,86.1151,29.0,62.0,41.0,42.35
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",01-06-2026 17:00:00,NO2,28.56923,77.393848,15.0,47.0,30.0,27.35
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",01-06-2026 17:00:00,NO2,30.735567,76.775714,5.0,32.0,13.0,17.55
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",01-06-2026 17:00:00,NO2,25.892357,86.590325,5.0,8.0,7.0,6.3
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",01-06-2026 17:00:00,OZONE,22.5367507,88.3638022,12.0,25.0,22.0,19.2
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",01-06-2026 17:00:00,PM10,29.2124114,78.9611753,32.0,63.0,46.0,44.58
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",01-06-2026 17:00:00,PM10,26.10887,91.589544,24.0,65.0,47.0,43.98
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",01-06-2026 17:00:00,OZONE,30.735567,76.775714,8.0,141.0,93.0,90.72
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",01-06-2026 17:00:00,OZONE,28.757294,77.278792,22.0,92.0,69.0,66.91
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",01-06-2026 17:00:00,CO,25.4547,78.6039,6.0,12.0,8.0,8.2
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB",01-06-2026 17:00:00,PM10,22.265816,86.174829,47.0,84.0,61.0,61.85
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",01-06-2026 17:00:00,OZONE,22.58157048,88.41002457,16.0,58.0,33.0,42.74277367360644
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB",01-06-2026 17:00:00,SO2,21.51161,86.89088,6.0,7.0,6.0,6.27
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",01-06-2026 17:00:00,NO2,23.618183,87.105718,2.0,2.0,2.0,2.02
India,Maharashtra,Ambernath,"Chinchpada, Ambernath - MPCB",01-06-2026 17:00:00,NH3,19.215784,73.199781,3.0,6.0,4.0,3.81
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",01-06-2026 17:00:00,CO,29.432304,76.972765,26.0,42.0,38.0,31.6
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",01-06-2026 17:00:00,PM2.5,23.041137,72.456691,36.0,76.0,52.0,53.15
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",01-06-2026 17:00:00,PM10,29.5364,75.0158,19.986568166554736,56.69778374748153,35.03962390866353,35.039623908663515
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",01-06-2026 17:00:00,CO,22.08815,82.13737,12.0,46.0,33.0,22.33
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",01-06-2026 17:00:00,PM2.5,23.233584,77.400574,15.0,53.0,36.0,32.73039623908664
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB",01-06-2026 17:00:00,NO2,26.29581,73.082283,7.0,67.0,25.0,28.34
India,Maharashtra,Pimpri-Chinchwad,"Transport Nagar-Nigdi, Pimpri-Chinchwad- IITM",01-06-2026 17:00:00,OZONE,18.664282,73.763966,19.986568166554736,56.69778374748153,35.03962390866353,35.55407656145063
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM",01-06-2026 17:00:00,NO2,18.57304,73.927715,14.0,28.0,18.0,18.8
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",01-06-2026 17:00:00,PM2.5,22.12665,83.483212,19.986568166554736,56.69778374748153,35.03962390866353,35.039623908663515
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",01-06-2026 17:00:00,NH3,20.9360711,85.1707021,19.986568166554736,56.69778374748153,35.03962390866353,35.039623908663515
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",01-06-2026 17:00:00,SO2,25.301778,82.996789,24.0,26.0,25.0,25.69
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",01-06-2026 17:00:00,NO2,28.360699,76.93609,19.986568166554736,56.69778374748153,35.03962390866353,35.039623908663515
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB",01-06-2026 17:00:00,NH3,20.34652,85.8163,3.0,4.0,3.0,3.41
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB",01-06-2026 17:00:00,SO2,18.59051,73.77946,19.986568166554736,56.69778374748153,35.03962390866353,35.039623908663515
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB",01-06-2026 17:00:00,PM10,17.349694,78.451437,20.0,78.0,46.0,41.84
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",01-06-2026 17:00:00,CO,22.410802,73.097923,12.0,40.0,20.0,21.42
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",01-06-2026 17:00:00,NO2,26.80365,84.51954,19.986568166554736,56.69778374748153,35.03962390866353,35.039623908663515
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB",01-06-2026 17:00:00,CO,18.994218,72.8158167,8.0,11.0,9.0,9.37
India,Delhi,Delhi,"Bawana, Delhi - DPCC",01-06-2026 17:00:00,PM10,28.7762,77.051074,92.0,153.0,116.0,123.32
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",01-06-2026 17:00:00,PM10,26.181742,91.78063,24.0,250.0,78.0,89.69
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",01-06-2026 17:00:00,PM2.5,25.0328,85.41948,43.0,93.0,66.0,63.91
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",01-06-2026 17:00:00,NO2,22.611968,88.347422,29.0,52.0,41.0,38.53
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",01-06-2026 17:00:00,NH3,22.629801,88.352017,4.0,5.0,5.0,4.15
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",01-06-2026 17:00:00,PM10,28.47272,77.482,46.0,125.0,78.0,79.3
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",01-06-2026 17:00:00,CO,22.9682591,76.064118,14.0,40.0,32.0,21.05
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",01-06-2026 17:00:00,NO2,28.695381,77.181665,9.0,71.0,30.0,30.6
India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",01-06-2026 17:00:00,SO2,26.203442,78.193251,7.0,70.0,38.0,25.87
India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",01-06-2026 17:00:00,PM2.5,26.203442,78.193251,20.0,40.0,28.0,28.16
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",01-06-2026 17:00:00,NO2,28.856664,78.772638,25.0,25.0,25.0,25.14
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",01-06-2026 17:00:00,NO2,17.5184,78.278777,6.0,29.0,14.0,13.68
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",01-06-2026 17:00:00,OZONE,28.611281,77.237738,2.0,55.0,38.0,33.44
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB",01-06-2026 17:00:00,SO2,21.941841,86.728318,2.0,11.0,8.0,6.17
India,West_Bengal,Durgapur,"Womens College_City Center, Durgapur - WBPCB",01-06-2026 17:00:00,SO2,23.549395,87.300496,12.0,12.0,12.0,11.4
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",01-06-2026 17:00:00,SO2,12.951913,77.539784,19.986568166554736,56.69778374748153,35.03962390866353,35.039623908663515
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",01-06-2026 17:00:00,PM10,28.4227,77.0667,60.0,136.0,87.0,94.51
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB",01-06-2026 17:00:00,OZONE,18.59051,73.77946,2.0,28.0,16.0,14.46
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",01-06-2026 17:00:00,SO2,26.470859,74.646594,8.0,17.0,13.0,11.53
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM",01-06-2026 17:00:00,PM10,28.3153,76.9143,29.0,85.0,50.0,49.66
India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",01-06-2026 17:00:00,OZONE,23.50016,80.23284,26.0,112.0,89.0,83.17
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",01-06-2026 17:00:00,PM2.5,18.96702,72.84214,22.0,33.0,26.0,27.78
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",01-06-2026 17:00:00,NH3,19.000083,72.813993,2.0,2.0,2.0,2.24
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",01-06-2026 17:00:00,OZONE,14.675886,77.593027,29.0,50.0,39.0,40.94
India,Maharashtra,Satara,"Koyana Nagar, Satara - MPCB",01-06-2026 17:00:00,SO2,17.696651,74.003387,1.0,1.0,1.0,1.05
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",01-06-2026 17:00:00,NH3,28.39072,77.30059,11.0,12.0,11.0,11.22
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",01-06-2026 17:00:00,OZONE,12.9533,80.2357,2.0,6.0,4.0,4.1
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",01-06-2026 17:00:00,SO2,28.5898,77.3101,2.0,9.0,5.0,5.37
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",01-06-2026 17:00:00,OZONE,29.14056,75.744941,5.0,130.0,68.0,67.84
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",01-06-2026 17:00:00,OZONE,25.599486,85.113666,27.0,36.0,30.0,30.85
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",01-06-2026 17:00:00,PM2.5,28.39072,77.30059,84.0,500.0,236.0,193.22
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB",01-06-2026 17:00:00,CO,21.6439,85.599355,14.0,20.0,17.0,16.35
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",01-06-2026 17:00:00,NO2,28.849399,78.742362,25.0,25.0,25.0,25.14
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",01-06-2026 17:00:00,SO2,28.674045,77.131023,17.0,29.0,22.0,21.51
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",01-06-2026 17:00:00,PM2.5,19.065931,72.862131,15.0,57.0,33.0,33.35713230355943
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",01-06-2026 17:00:00,CO,26.470859,74.646594,10.0,51.0,28.0,21.49
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",01-06-2026 17:00:00,OZONE,22.629801,88.352017,6.0,37.0,29.0,23.66
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",01-06-2026 17:00:00,PM2.5,16.509717,80.612222,40.0,394.0,67.0,87.94
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",01-06-2026 17:00:00,PM10,15.459706,75.008381,82.0,110.0,97.0,92.75
India,Bihar,Patna,"Muradpur, Patna - BSPCB",01-06-2026 17:00:00,NH3,25.619651,85.147382,4.0,5.0,5.0,4.24
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB",01-06-2026 17:00:00,NH3,20.24079,85.836784,2.0,2.0,2.0,2.01
India,Gujarat,Vadodara,"Bapunagar, Vadodara - Nexteng Enviro",01-06-2026 17:00:00,OZONE,22.320153,73.216285,2.0,5.0,4.0,2.94
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",01-06-2026 17:00:00,PM2.5,15.888653,74.541751,5.0,45.0,20.0,21.63
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",01-06-2026 17:00:00,OZONE,17.429398,78.569354,18.0,34.0,27.0,26.16
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",01-06-2026 17:00:00,PM10,15.888653,74.541751,7.0,59.0,27.0,25.81
India,Jammu_and_Kashmir,Srinagar,"Khunmoh, Srinagar - JKPCC",01-06-2026 17:00:00,SO2,34.06313,74.96017,4.0,5.0,5.0,4.21
India,Mizoram,Aizawl,"Sikulpuikawn, Aizawl - Mizoram PCB",01-06-2026 17:00:00,NO2,23.7176342,92.7192841,1.0,1.0,1.0,1.09
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",01-06-2026 17:00:00,OZONE,12.733409,77.298051,17.0,42.0,27.0,27.65
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",01-06-2026 17:00:00,PM2.5,28.493624,77.201159,24.0,161.0,61.0,72.8
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",01-06-2026 17:00:00,PM2.5,23.508764,87.35444,23.0,47.0,34.0,36.74
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",01-06-2026 17:00:00,NO2,25.366336,87.117468,5.0,6.0,6.0,6.03
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",01-06-2026 17:00:00,CO,16.5150833,80.5181667,2.0,40.0,27.0,19.14
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",01-06-2026 17:00:00,PM2.5,22.51106,88.35142,19.0,35.0,28.0,25.94
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB",01-06-2026 17:00:00,NO2,25.42742023,86.13886079,9.0,16.0,13.0,12.77
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",01-06-2026 17:00:00,SO2,22.627847,88.380669,6.0,12.0,9.0,8.01
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",01-06-2026 17:00:00,OZONE,16.536107,80.594233,25.0,28.0,27.0,26.98
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",01-06-2026 17:00:00,PM10,11.875,75.3732,63.0,66.0,64.0,62.44
India,Assam,Silchar,"Tarapur, Silchar - PCBA",01-06-2026 17:00:00,OZONE,24.82827,92.79525,2.0,7.0,4.0,4.17
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",01-06-2026 17:00:00,PM2.5,23.618183,87.105718,1.0,49.0,30.0,17.88
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB",01-06-2026 17:00:00,SO2,28.56923,77.393848,8.0,14.0,11.0,10.75
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",01-06-2026 17:00:00,NO2,28.2348927,77.8683002,12.0,13.0,13.0,12.09
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",01-06-2026 17:00:00,PM2.5,8.8787,76.6073,41.0,50.0,46.0,44.64
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",01-06-2026 17:00:00,CO,17.417094,78.457437,10.0,76.0,34.0,30.9
India,Maharashtra,Beed,"Bir, Beed - MPCB",01-06-2026 17:00:00,PM10,18.988474,75.753873,33.0,95.0,56.0,57.36
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ",01-06-2026 17:00:00,PM2.5,22.248853,70.776774,2.0,117.0,39.0,48.69
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",01-06-2026 17:00:00,OZONE,23.243639,72.68994,13.0,15.0,14.0,14.14
India,Delhi,Delhi,"Mundka, Delhi - DPCC",01-06-2026 17:00:00,SO2,28.684678,77.076574,2.0,12.0,5.0,5.4
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",01-06-2026 17:00:00,PM10,13.0246342,77.5080115,19.986568166554736,56.69778374748153,35.03962390866353,35.039623908663515
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",01-06-2026 17:00:00,SO2,23.567923,87.306843,25.0,71.0,35.0,40.51
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",01-06-2026 17:00:00,PM10,28.593883,76.270653,2.0,219.0,90.0,79.91
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",01-06-2026 17:00:00,OZONE,26.906111,80.948222,62.0,87.0,70.0,73.43
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",01-06-2026 17:00:00,OZONE,25.425602,81.917152,22.0,101.0,51.0,73.59
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",01-06-2026 17:00:00,NO2,21.185571,81.343175,13.0,14.0,13.0,13.35
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",01-06-2026 17:00:00,NH3,28.757294,77.278792,1.0,6.0,5.0,3.0
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",01-06-2026 17:00:00,NH3,22.977134,72.553024,3.0,7.0,5.0,4.05
